billID,item,quantity
62,"Newcastle Brown Ale",5
62,Tsingtao,2
620,"Erdinger Pikantus",2
620,"Stiegl Bier",4
6200,"Erdinger Pikantus",1
6200,Kirin,4
6200,"Pabst Blue Ribbon",2
6200,Tsingtao,4
6201,"Birra Moretti",5
6201,Budweiser,3
6201,"Mythos Sindos",5
6202,Heineken,3
6202,"Mozoralla sticks",3
6203,Sprite,4
6203,Warsteiner,2
6204,"Coreff Ambree",3
6204,Hite,3
6204,Sprite,2
6205,"Budvar Svetly Lezak",5
6205,Sprite,1
6206,"Birra Moretti",1
6206,"Onion rings",3
6207,"Budvar Svetly Lezak",5
6207,"Erdinger Pikantus",1
6207,"Pabst Blue Ribbon",4
6207,"Potato skins",5
6208,"Coreff Ambree",4
6208,Heineken,1
6208,Hite,5
6209,"Beer Chang",5
621,"Beer Chang",3
621,"Chimay Blue Top",5
621,Peroni,2
6210,Heineken,4
6210,"Sweet tea",2
6211,Kirin,1
6211,Lowenbrau,1
6211,Nachos,2
6211,Sapporo,4
6212,"Chimay Blue Top",5
6212,Duvel,4
6212,Tuborg,5
6213,Guinness,2
6213,"Onion rings",2
6214,Dreher,5
6214,Lowenbrau,3
6214,Pretzel,2
6215,"Coreff Ambree",1
6215,"Erdinger Pikantus",2
6215,Quesadilla,1
6215,"Sweet tea",1
6216,Duvel,4
6216,"Pabst Blue Ribbon",3
6216,"Pilsner Urquell",5
6217,"Amstel Light",4
6217,Asahi,5
6217,Budweiser,1
6217,"Newcastle Brown Ale",1
6218,"Newcastle Brown Ale",4
6218,"Singha beer",1
6219,"Club soda",2
6219,"Erdinger Pikantus",1
622,"Efes Dark",4
622,"Old Speckled Hen",4
6220,"Birra Moretti",4
6220,"Harp Lager",3
6220,"Pabst Blue Ribbon",3
6221,"Budvar Svetly Lezak",4
6221,"Coca cola",4
6221,"Tater tots",5
6222,Dreher,3
6223,"Pilsner Urquell",1
6223,"San Miguel Pale Pilsen",1
6224,Sprite,4
6225,Dreher,3
6225,"Paulaner Hefe",2
6226,Duvel,3
6226,Hite,4
6226,"Pabst Blue Ribbon",2
6226,Tecate,5
6227,Hite,2
6228,"Beer Chang",4
6228,"Newcastle Brown Ale",2
6229,"Budvar Svetly Lezak",1
6229,"Chimay Blue Top",3
6229,Coors,5
6229,Pretzel,5
623,Peroni,2
623,"Tater tots",1
6230,"Amstel Light",1
6230,"Potato skins",4
6230,"Root beer",1
6231,Cass,3
6231,"Potato skins",3
6233,"Coreff Ambree",4
6233,Heineken,4
6234,"Carling Black Label",5
6234,Lowenbrau,1
6234,Sprite,5
6235,"Mythos Sindos",3
6235,"San Miguel Pale Pilsen",1
6235,Union,3
6236,"Labatts Blue",5
6236,"Tater tots",5
6237,Caffrey's,4
6237,Cheeseburger,4
6237,"Coca cola",1
6237,Tuborg,3
6238,Kirin,2
6238,Lowenbrau,3
6238,Quesadilla,5
6239,"OB Golden Lager",4
624,"Potato skins",4
6240,"Beer Chang",1
6240,Tecate,5
6241,Tuborg,3
6241,Union,1
6242,Quesadilla,1
6242,Tecate,5
6243,Carlsberg,1
6243,"Pilsner Urquell",2
6243,"Potato skins",4
6243,Tsingtao,3
6244,"Dos Equis",2
6244,"Erdinger Pikantus",2
6245,Duvel,5
6245,"Tiger beer",5
6245,Tuborg,1
6246,Cass,5
6246,"Chicken wings",2
6246,Coors,2
6246,"Singha beer",3
6248,"Birra Moretti",2
6249,"Club soda",1
6249,"Leffe Blonde",5
625,Coors,5
6250,"Root beer",1
6250,Tecate,2
6251,Asahi,4
6251,"Newcastle Brown Ale",4
6251,"Pabst Blue Ribbon",4
6252,Tsingtao,2
6253,Duvel,3
6253,Hite,4
6253,Sprite,2
6254,"Amstel Light",1
6254,"Carling Black Label",2
6254,Kronenbourg,5
6255,"Stiegl Bier",3
6255,"Sweet tea",3
6256,"Chimay Blue Top",2
6256,Duvel,2
6256,Lowenbrau,3
6256,"Tiger beer",4
6257,"Birra Moretti",5
6257,"Carling Black Label",3
6257,"Pabst Blue Ribbon",2
6258,Dreher,4
6259,Union,2
626,Union,2
6260,"Harp Lager",4
6261,"Gambrinus Premium",5
6261,Guinness,4
6262,"Budvar Svetly Lezak",1
6262,Peroni,5
6262,"Pilsner Urquell",3
6262,"Potato skins",1
6263,Sprite,4
6264,Caffrey's,2
6264,"Carling Black Label",3
6264,Dreher,4
6264,Duvel,2
6265,"Chicken wings",3
6265,Pretzel,5
6266,"Leffe Blonde",2
6266,"Tater tots",1
6266,Tecate,1
6267,Quesadilla,3
6268,"Birra Moretti",5
6268,"Coca cola",5
6268,"Harp Lager",3
6268,"Root beer",3
6269,"Club soda",1
6269,"Labatts Blue",2
6269,Warsteiner,1
627,"Potato skins",1
627,Sprite,2
6270,"Club soda",4
6270,Timisoreana,5
6271,"OB Golden Lager",4
6271,Sprite,1
6272,"Carling Black Label",3
6272,Grolsch,5
6273,"Singha beer",4
6274,"Budvar Svetly Lezak",1
6274,Quesadilla,3
6275,"Chimay Blue Top",4
6275,"Newcastle Brown Ale",4
6275,"Paulaner Hefe",4
6276,Cass,5
6276,"San Miguel Pale Pilsen",4
6277,Budweiser,2
6277,"Potato skins",5
6278,"Chimay Blue Top",3
6278,"Pabst Blue Ribbon",1
6278,Warsteiner,1
6279,"Chicken wings",5
628,Heineken,3
628,Kronenbourg,5
628,"Potato skins",3
6280,"Ichnusa beer",2
6280,"Labatts Blue",1
6280,Sprite,5
6281,Carlsberg,3
6281,Dreher,5
6282,Caffrey's,2
6282,Timisoreana,3
6283,Caffrey's,4
6284,Guinness,5
6284,"Tater tots",3
6284,Tuborg,1
6285,Guinness,3
6285,"Onion rings",5
6286,Dreher,4
6286,Lowenbrau,5
6286,"Paulaner Hefe",4
6286,"Singha beer",4
6287,Kirin,5
6288,Caffrey's,1
6288,"Dos Equis",1
6289,Cass,5
629,"Labatts Blue",1
629,"Onion rings",4
6290,"Coreff Ambree",2
6290,"Pilsner Urquell",1
6290,Tecate,1
6291,Dreher,4
6291,"Harp Lager",2
6291,"Singha beer",2
6292,"Beer Chang",5
6292,"Labatts Blue",1
6293,"OB Golden Lager",4
6294,Carlsberg,3
6294,"Mozoralla sticks",3
6294,Quesadilla,5
6295,"Harp Lager",4
6295,Peroni,4
6295,Sapporo,4
6295,Tuborg,3
6296,"Coca cola",5
6296,"Tater tots",2
6296,Tsingtao,3
6297,Lasko,5
6298,Guinness,4
6298,Heineken,4
6299,"Onion rings",5
6299,Quesadilla,4
63,Duvel,2
63,"Efes Dark",5
63,"Onion rings",5
63,Quesadilla,4
630,"Paulaner Hefe",5
630,"Sweet tea",2
6300,"Carling Black Label",2
6300,Lasko,1
6300,"Mozoralla sticks",2
6301,Asahi,5
6301,Quesadilla,4
6301,"Tater tots",2
6301,Tecate,1
6302,Sapporo,1
6303,"Birra Moretti",2
6303,"Ichnusa beer",3
6303,Peroni,2
6304,"Labatts Blue",2
6305,Guinness,5
6305,"Labatts Blue",2
6305,Lowenbrau,2
6305,"Tiger beer",5
6306,"Mythos Sindos",4
6306,"Potato skins",5
6307,"Leffe Blonde",4
6308,Kirin,3
6308,Sprite,2
6309,Cheeseburger,3
6309,Heineken,5
6309,Sprite,5
631,Budweiser,3
631,Dreher,2
631,"Potato skins",4
6310,Guinness,3
6310,"Pabst Blue Ribbon",1
6310,Pretzel,1
6310,"Root beer",4
6311,"Coreff Ambree",5
6312,Caffrey's,3
6312,Cheeseburger,1
6312,"San Miguel Pale Pilsen",3
6313,"Newcastle Brown Ale",3
6313,Sprite,3
6313,Tecate,5
6313,Warsteiner,1
6314,Hite,5
6315,"Potato skins",3
6316,"Coreff Ambree",4
6316,"Stiegl Bier",2
6317,"Paulaner Hefe",3
6318,"Beer Chang",4
6318,"Birra Moretti",4
6318,"Coreff Ambree",4
6318,Peroni,3
6319,"Birra Moretti",4
6319,Sapporo,2
6319,Union,1
632,"Potato skins",2
632,"Stiegl Bier",3
6320,"Old Speckled Hen",2
6321,Budweiser,1
6321,"Pabst Blue Ribbon",3
6322,Carlsberg,4
6323,Hite,2
6324,Asahi,2
6324,Lowenbrau,1
6324,"San Miguel Pale Pilsen",3
6325,"Efes Dark",4
6325,"Onion rings",3
6326,"Birra Moretti",1
6326,"Chimay Blue Top",4
6326,"Pabst Blue Ribbon",4
6327,Kirin,2
6327,"Labatts Blue",4
6327,"Sweet tea",5
6328,Coors,3
6328,"Pabst Blue Ribbon",1
6328,Sprite,2
6329,Guinness,1
633,"Beer Chang",3
633,Cass,1
633,"Potato skins",2
6330,Tsingtao,2
6331,Guinness,4
6332,Carlsberg,2
6332,Lowenbrau,4
6333,"Tater tots",2
6333,Union,2
6334,Caffrey's,5
6334,"Potato skins",3
6335,"Birra Moretti",4
6335,"Harp Lager",1
6335,Heineken,1
6335,Tecate,4
6336,Pretzel,4
6336,"Root beer",4
6337,Coors,5
6337,Dreher,5
6337,Quesadilla,1
6338,"Birra Moretti",4
6339,"Amstel Light",5
6339,Cheeseburger,5
6339,Coors,2
6339,Nachos,3
634,"Amstel Light",4
634,"Labatts Blue",5
634,Quesadilla,2
6340,Budweiser,4
6341,Cass,3
6341,"Newcastle Brown Ale",1
6342,Asahi,1
6342,"Newcastle Brown Ale",3
6342,"Old Speckled Hen",2
6343,Asahi,4
6343,Budweiser,1
6343,"Club soda",3
6344,"Amstel Light",4
6344,Duvel,5
6344,Sprite,1
6345,"Sweet tea",3
6346,"Amstel Light",3
6346,"Labatts Blue",5
6347,Sprite,5
6348,"Chicken wings",2
6348,"Harp Lager",4
6348,"Paulaner Hefe",2
6349,"Chimay Blue Top",4
6350,"Beer Chang",4
6351,Cheeseburger,3
6351,"OB Golden Lager",5
6351,"San Miguel Pale Pilsen",1
6351,Tuborg,5
6352,Kronenbourg,3
6352,Tecate,1
6352,"Tiger beer",5
6353,"Harp Lager",3
6353,"Tater tots",3
6354,"Tater tots",3
6355,Lowenbrau,5
6355,Quesadilla,2
6356,Union,1
6357,"Carling Black Label",3
6357,"Singha beer",1
6357,Warsteiner,1
6358,Pretzel,4
6359,"Root beer",4
636,"Dos Equis",3
636,"Stiegl Bier",5
636,"Sweet tea",2
6360,Duvel,4
6360,"Mythos Sindos",5
6361,"Labatts Blue",1
6361,Lowenbrau,5
6362,Quesadilla,2
6362,Sapporo,1
6363,Budweiser,1
6363,Quesadilla,1
6363,Tuborg,3
6364,"Coca cola",3
6364,Timisoreana,1
6365,Sprite,2
6366,"Chimay Blue Top",4
6366,Lowenbrau,1
6367,Carlsberg,1
6367,Grolsch,2
6367,Guinness,5
6368,Sprite,1
6368,"Tater tots",4
6369,"Budvar Svetly Lezak",3
637,"Dos Equis",4
6370,"Dos Equis",2
6370,Sapporo,2
6371,Asahi,3
6371,"Budvar Svetly Lezak",1
6371,Nachos,1
6371,"Root beer",1
6372,Duvel,3
6372,"Ichnusa beer",5
6372,Sapporo,4
6372,Warsteiner,4
6373,Carlsberg,5
6373,Grolsch,1
6373,Tsingtao,2
6374,Asahi,1
6374,Tsingtao,5
6375,Caffrey's,5
6375,"Mozoralla sticks",5
6376,"Amstel Light",1
6376,"Labatts Blue",3
6376,"Onion rings",1
6377,"Club soda",2
6377,Lowenbrau,1
6377,"Paulaner Hefe",1
6377,"Singha beer",1
6378,"Birra Moretti",2
6378,Peroni,1
6378,"Root beer",5
6378,Union,4
6379,"Chicken wings",5
638,Asahi,4
638,"Chimay Blue Top",5
638,"Coca cola",4
638,"Coreff Ambree",4
6380,"Coreff Ambree",3
6380,"Harp Lager",3
6380,"Potato skins",3
6381,"Efes Dark",4
6381,"Pabst Blue Ribbon",5
6382,"Coreff Ambree",1
6382,Pretzel,5
6383,"Budvar Svetly Lezak",2
6383,"Ichnusa beer",3
6383,"Pilsner Urquell",4
6384,Budweiser,5
6384,Dreher,1
6385,Guinness,4
6385,Heineken,2
6386,Pretzel,5
6388,Budweiser,5
6388,"Efes Dark",1
6388,Nachos,4
6389,"Tiger beer",5
6389,Union,1
639,"Mozoralla sticks",4
639,"Potato skins",4
639,Sprite,3
6390,"Budvar Svetly Lezak",5
6390,"Newcastle Brown Ale",4
6393,Dreher,3
6393,Lowenbrau,3
6393,"Mythos Sindos",1
6394,"Leffe Blonde",1
6394,Lowenbrau,5
6394,"Tiger beer",5
6395,"Amstel Light",1
6395,Grolsch,3
6395,"Stiegl Bier",5
6396,Cass,1
6396,Timisoreana,3
6398,"Coreff Ambree",3
6399,Dreher,2
64,"Coca cola",3
64,"Paulaner Hefe",4
64,"Stiegl Bier",4
640,"Amstel Light",1
640,Grolsch,1
640,Lasko,4
6400,Heineken,2
6400,Lasko,4
6400,"Tater tots",1
6401,"Paulaner Hefe",1
6402,Caffrey's,2
6402,Sapporo,3
6403,Cheeseburger,4
6403,Sprite,3
6404,Tuborg,3
6406,Carlsberg,4
6406,"Chimay Blue Top",3
6407,"Harp Lager",4
6407,"Old Speckled Hen",1
6408,Dreher,1
6409,"Beer Chang",3
6409,"Ichnusa beer",2
6409,"Labatts Blue",1
641,"Efes Dark",3
641,"Mozoralla sticks",3
641,Nachos,5
6410,Asahi,3
6410,Caffrey's,2
6410,"Club soda",3
6410,Tecate,3
6411,"Newcastle Brown Ale",4
6412,Cheeseburger,3
6412,Lowenbrau,5
6412,"Newcastle Brown Ale",1
6412,"Tiger beer",1
6413,"Carling Black Label",2
6413,Coors,4
6413,"Singha beer",4
6414,"Mythos Sindos",1
6415,"Birra Moretti",5
6415,"Labatts Blue",5
6415,"Pilsner Urquell",5
6415,Union,4
6416,"Club soda",4
6416,Dreher,1
6416,Tsingtao,1
6417,Cheeseburger,2
6419,"Dos Equis",1
6419,"Labatts Blue",4
6419,"Potato skins",1
642,Cheeseburger,3
642,"Coreff Ambree",2
6420,Cheeseburger,3
6420,"Harp Lager",4
6420,Lowenbrau,3
6421,"Chimay Blue Top",1
6421,"Gambrinus Premium",5
6421,"Labatts Blue",2
6421,"Newcastle Brown Ale",4
6422,"Chicken wings",4
6423,"Pabst Blue Ribbon",2
6424,"Potato skins",3
6424,Tecate,5
6425,Kirin,2
6425,"Stiegl Bier",3
6425,"Sweet tea",2
6426,"Ichnusa beer",3
6426,Kirin,4
6426,"Labatts Blue",5
6426,"Sweet tea",1
6427,"Birra Moretti",1
6427,"Singha beer",5
6428,"Club soda",3
6428,"Sweet tea",3
6429,Carlsberg,5
6429,"Tiger beer",4
643,Dreher,5
643,Kirin,1
643,"Leffe Blonde",5
6430,"San Miguel Pale Pilsen",4
6431,"Amstel Light",2
6432,Caffrey's,5
6432,Dreher,3
6432,Lasko,4
6432,"Leffe Blonde",5
6433,Grolsch,2
6433,"Root beer",1
6433,Tsingtao,4
6434,Asahi,2
6434,Carlsberg,2
6434,"Coca cola",3
6434,"San Miguel Pale Pilsen",5
6435,"Amstel Light",3
6435,"Mythos Sindos",4
6435,"Pilsner Urquell",5
6435,"Root beer",2
6436,"Chimay Blue Top",2
6436,"Sweet tea",3
6437,"Club soda",4
6437,"San Miguel Pale Pilsen",3
6438,Lasko,4
6438,"Mozoralla sticks",5
6438,"Paulaner Hefe",1
6439,"Beer Chang",1
6439,"Coca cola",3
644,Grolsch,3
6440,"Chicken wings",2
6440,Lasko,3
6441,"Chicken wings",2
6442,Caffrey's,3
6442,Tecate,3
6443,Pretzel,2
6444,"Coreff Ambree",3
6444,"Mozoralla sticks",3
6444,"Newcastle Brown Ale",4
6444,Pretzel,4
6445,Cheeseburger,3
6445,Dreher,1
6445,"Erdinger Pikantus",5
6446,"Coreff Ambree",2
6447,"Tater tots",3
6448,"Club soda",4
6448,Quesadilla,1
6449,Asahi,3
6449,Hite,5
645,"Budvar Svetly Lezak",1
645,"Dos Equis",4
645,"Ichnusa beer",3
645,Tsingtao,5
6451,Kirin,2
6451,Kronenbourg,3
6451,"Sweet tea",1
6453,"Chicken wings",1
6453,"Labatts Blue",4
6454,"Carling Black Label",5
6454,"Singha beer",3
6454,"Stiegl Bier",1
6455,"Coca cola",4
6455,"Newcastle Brown Ale",3
6456,Duvel,2
6457,Budweiser,1
6457,Cheeseburger,5
6458,Budweiser,1
6458,Kirin,4
6459,Caffrey's,1
6459,Lowenbrau,5
646,"Club soda",5
646,"Sweet tea",1
6460,Kronenbourg,3
6460,"Labatts Blue",3
6460,"Stiegl Bier",1
6461,Budweiser,5
6461,Nachos,3
6462,"Pilsner Urquell",1
6462,Timisoreana,4
6463,"Coreff Ambree",2
6463,Sprite,3
6464,"Chicken wings",1
6464,"Labatts Blue",2
6464,"Singha beer",5
6465,Asahi,1
6466,Cass,2
6466,"Chicken wings",3
6466,Coors,2
6467,"Chicken wings",2
6467,"Singha beer",4
6467,"Tater tots",4
6468,Grolsch,3
6468,"Leffe Blonde",2
6468,"San Miguel Pale Pilsen",2
6469,"Leffe Blonde",4
6469,"Newcastle Brown Ale",2
647,Coors,4
647,"Pabst Blue Ribbon",4
647,Sprite,4
6470,Guinness,2
6470,Pretzel,5
6471,Caffrey's,2
6471,Heineken,2
6472,Union,1
6473,"Carling Black Label",4
6473,"Old Speckled Hen",5
6474,Carlsberg,5
6474,"Onion rings",3
6475,"Old Speckled Hen",3
6475,"Sweet tea",5
6475,Tsingtao,4
6476,"Paulaner Hefe",1
6477,Asahi,2
6477,Guinness,1
6477,Pretzel,2
6477,"Root beer",2
6478,Cheeseburger,1
6478,Lasko,3
6479,Warsteiner,3
648,"Budvar Svetly Lezak",3
648,"Ichnusa beer",5
648,Warsteiner,4
6480,Carlsberg,2
6480,"Sweet tea",3
6482,Budweiser,5
6482,"Club soda",3
6482,Dreher,3
6482,Lowenbrau,2
6483,"Beer Chang",2
6484,"Coreff Ambree",3
6484,Sprite,5
6484,"Tater tots",5
6485,"Gambrinus Premium",3
6485,Sprite,3
6486,"Dos Equis",2
6486,"Ichnusa beer",5
6486,"Newcastle Brown Ale",5
6487,"Harp Lager",4
6487,Lowenbrau,4
6488,Duvel,2
6489,"Budvar Svetly Lezak",2
6489,Lowenbrau,4
6489,"Onion rings",5
6489,"Potato skins",2
649,"Amstel Light",2
649,Cheeseburger,2
649,Coors,5
649,"San Miguel Pale Pilsen",4
6490,Duvel,4
6490,Sprite,1
6490,"Tater tots",4
6491,"Coca cola",1
6491,"Stiegl Bier",4
6491,"Sweet tea",5
6492,"Pilsner Urquell",3
6493,Cass,4
6493,"Mozoralla sticks",4
6493,Nachos,1
6493,"Old Speckled Hen",5
6494,"Dos Equis",1
6494,Heineken,3
6495,Dreher,5
6495,"Pabst Blue Ribbon",4
6495,"Sweet tea",2
6496,Heineken,2
6496,"Labatts Blue",2
6497,"Onion rings",4
6498,"Singha beer",3
6498,"Sweet tea",4
6499,Kirin,3
65,Nachos,1
650,"Dos Equis",2
650,"Efes Dark",4
650,Warsteiner,2
6500,Cheeseburger,3
6501,Heineken,2
6501,"Labatts Blue",3
6501,Lasko,5
6501,"Sweet tea",2
6502,"Erdinger Pikantus",3
6502,Heineken,5
6502,"Pabst Blue Ribbon",2
6502,Sprite,2
6503,Caffrey's,4
6503,Kirin,5
6503,"Potato skins",4
6504,Dreher,4
6504,Duvel,2
6504,Lasko,1
6504,"Mozoralla sticks",3
6505,"Stiegl Bier",1
6506,Carlsberg,1
6506,Peroni,3
6506,Warsteiner,3
6507,"Beer Chang",5
6507,"Birra Moretti",5
6507,"Stiegl Bier",3
6508,Peroni,5
6509,Caffrey's,1
6509,Grolsch,2
651,"Coreff Ambree",5
651,Guinness,2
651,"Paulaner Hefe",1
6510,Lasko,3
6510,"Mozoralla sticks",3
6510,Sapporo,4
6511,"Amstel Light",3
6511,"Onion rings",4
6512,"Gambrinus Premium",4
6513,"Carling Black Label",5
6513,"Coca cola",3
6513,"Singha beer",4
6514,Caffrey's,3
6514,Lasko,4
6515,"Chimay Blue Top",4
6515,"Dos Equis",4
6516,Heineken,3
6516,"Ichnusa beer",5
6516,Sprite,2
6516,"Sweet tea",4
6517,Duvel,2
6517,Peroni,2
6517,"Pilsner Urquell",2
6518,Asahi,3
6518,Grolsch,5
6518,Tsingtao,5
6519,"Labatts Blue",4
6519,"Newcastle Brown Ale",3
6519,Timisoreana,3
652,"Club soda",1
652,"OB Golden Lager",5
652,Tuborg,4
6520,Coors,3
6520,Kirin,4
6520,"Paulaner Hefe",3
6520,Quesadilla,1
6521,"Onion rings",4
6521,"Singha beer",1
6522,"Birra Moretti",5
6522,Dreher,1
6523,"Carling Black Label",5
6523,"Coca cola",4
6523,"Paulaner Hefe",5
6524,Kirin,4
6524,Lowenbrau,5
6524,Quesadilla,1
6525,Caffrey's,4
6525,Duvel,1
6525,"San Miguel Pale Pilsen",4
6526,Sprite,1
6526,"Tater tots",3
6527,Carlsberg,5
6527,"Chimay Blue Top",4
6527,Coors,3
6527,"Newcastle Brown Ale",5
6528,Duvel,3
6528,Tuborg,1
6529,Grolsch,3
653,"Amstel Light",2
653,"Leffe Blonde",1
6530,"Chicken wings",5
6530,"Coreff Ambree",2
6530,"San Miguel Pale Pilsen",3
6530,"Stiegl Bier",5
6531,"Newcastle Brown Ale",3
6533,"Efes Dark",5
6533,Guinness,5
6534,"Beer Chang",3
6534,"Stiegl Bier",2
6534,Tuborg,4
6535,Pretzel,3
6535,Timisoreana,5
6536,Peroni,1
6537,Grolsch,4
6537,Sprite,5
6537,"Sweet tea",1
6537,"Tater tots",5
6538,Heineken,4
6539,"Birra Moretti",1
6539,"Efes Dark",5
6539,Tsingtao,5
654,"Root beer",2
654,"San Miguel Pale Pilsen",2
6540,Caffrey's,3
6540,Kirin,2
6540,Kronenbourg,4
6541,Quesadilla,1
6542,"Harp Lager",4
6542,"Mythos Sindos",4
6542,"Sweet tea",2
6543,"Club soda",2
6543,"Old Speckled Hen",2
6543,Tsingtao,2
6544,Caffrey's,2
6544,Kirin,3
6545,Carlsberg,4
6545,"Ichnusa beer",1
6545,Kirin,1
6545,"Labatts Blue",1
6546,"Chicken wings",5
6546,"Onion rings",5
6546,"Singha beer",4
6546,Timisoreana,5
6547,Nachos,5
6548,Duvel,5
6548,Grolsch,5
6549,Carlsberg,4
6549,"Old Speckled Hen",1
6549,Sprite,2
655,"Chicken wings",5
655,"Harp Lager",4
655,Hite,1
655,"Leffe Blonde",1
6550,Caffrey's,4
6550,"Coreff Ambree",4
6551,"Ichnusa beer",3
6552,"Dos Equis",3
6552,"Labatts Blue",5
6554,"Birra Moretti",4
6554,"Harp Lager",5
6554,Sprite,3
6555,"Beer Chang",1
6555,Hite,2
6556,"Paulaner Hefe",5
6556,Sapporo,3
6557,Caffrey's,4
6557,Cheeseburger,2
6558,Cheeseburger,4
6558,Coors,3
6559,"Amstel Light",3
6559,"Potato skins",3
6559,"Root beer",3
656,Carlsberg,1
656,"Chicken wings",5
656,"Pilsner Urquell",2
6560,"Coca cola",4
6560,"Newcastle Brown Ale",4
6560,"Tiger beer",1
6561,"Coreff Ambree",1
6562,"Chicken wings",5
6562,Coors,2
6562,"Labatts Blue",4
6563,Asahi,4
6563,"Coreff Ambree",1
6563,Pretzel,4
6564,"Leffe Blonde",2
6565,Cheeseburger,2
6565,"Erdinger Pikantus",3
6565,Union,3
6566,"Stiegl Bier",4
6567,"Pabst Blue Ribbon",4
6567,"Sweet tea",1
6568,Lowenbrau,1
6568,"Mozoralla sticks",3
6568,"Sweet tea",5
6569,Carlsberg,1
6569,Hite,2
6569,"OB Golden Lager",4
657,"Beer Chang",3
657,Sapporo,1
657,Sprite,4
6570,Grolsch,1
6570,Hite,5
6570,"Pabst Blue Ribbon",1
6571,Carlsberg,3
6571,"Coreff Ambree",4
6571,"Tater tots",2
6572,"Mozoralla sticks",5
6572,"Old Speckled Hen",2
6572,Tsingtao,1
6573,Guinness,1
6573,"Pilsner Urquell",2
6574,"Beer Chang",3
6574,"Ichnusa beer",5
6574,"Labatts Blue",4
6574,Lasko,1
6576,"Chimay Blue Top",4
6576,"Dos Equis",1
6576,Dreher,3
6577,Budweiser,3
6577,Tsingtao,5
6578,"Old Speckled Hen",4
6579,Dreher,2
6579,"Tiger beer",4
658,"Chicken wings",5
658,"Root beer",2
6581,Lasko,4
6581,"Mozoralla sticks",1
6581,"Old Speckled Hen",1
6582,"Chimay Blue Top",2
6582,"Coreff Ambree",2
6583,"Mozoralla sticks",1
6584,"Coreff Ambree",1
6584,Kronenbourg,5
6585,"Erdinger Pikantus",2
6585,Guinness,4
6586,"Chicken wings",2
6586,"Onion rings",4
6588,"Carling Black Label",5
6588,"Chimay Blue Top",5
6588,"Harp Lager",1
6588,"Pabst Blue Ribbon",3
6589,Carlsberg,5
6589,"Chimay Blue Top",4
6589,Pretzel,4
659,"Efes Dark",4
6591,"Carling Black Label",2
6591,"Chimay Blue Top",5
6591,"Coca cola",2
6591,"Onion rings",1
6592,"Beer Chang",3
6592,"Labatts Blue",5
6592,Sprite,3
6593,Dreher,2
6593,"Potato skins",1
6594,Caffrey's,3
6594,Pretzel,5
6594,Tecate,2
6594,Union,4
6595,"Budvar Svetly Lezak",4
6595,"Chicken wings",2
6596,Sprite,2
6597,"Ichnusa beer",5
6597,Tecate,3
6598,Cheeseburger,2
6598,Dreher,1
6598,Quesadilla,2
6598,"Tiger beer",5
6599,"Old Speckled Hen",1
6599,Warsteiner,1
66,"Ichnusa beer",2
66,"Pabst Blue Ribbon",4
660,"Amstel Light",1
660,Kronenbourg,2
6600,Cass,3
6600,Lowenbrau,5
6600,"Pilsner Urquell",4
6601,"Ichnusa beer",4
6601,"Labatts Blue",4
6602,Carlsberg,5
6602,Cheeseburger,2
6602,Heineken,3
6603,Carlsberg,2
6604,Dreher,2
6604,Kirin,1
6605,Warsteiner,1
6606,"Budvar Svetly Lezak",4
6606,"Carling Black Label",2
6607,Dreher,1
6607,Duvel,2
6608,Coors,4
6609,"Pabst Blue Ribbon",1
661,"Birra Moretti",4
661,Cheeseburger,4
661,"Harp Lager",5
6610,Cheeseburger,2
6610,"Singha beer",3
6610,"Sweet tea",5
6611,Heineken,1
6611,Peroni,5
6611,Pretzel,4
6612,Duvel,2
6612,"Efes Dark",2
6612,Tsingtao,1
6613,Nachos,3
6614,Carlsberg,5
6614,"Mozoralla sticks",2
6614,Quesadilla,4
6614,"Sweet tea",1
6615,Peroni,2
6616,Cheeseburger,2
6616,Nachos,2
6617,"Beer Chang",3
6617,Cass,4
6617,"Mozoralla sticks",1
6617,Pretzel,5
6618,"Erdinger Pikantus",3
6618,"Stiegl Bier",2
6619,Caffrey's,3
662,Guinness,3
662,"Labatts Blue",3
662,Pretzel,5
6620,"Mozoralla sticks",4
6620,"Tater tots",5
6620,Tuborg,4
6621,"Birra Moretti",4
6621,"Dos Equis",5
6621,"Labatts Blue",4
6622,"Coreff Ambree",1
6623,Heineken,4
6623,Tuborg,4
6624,Cheeseburger,2
6624,Lowenbrau,3
6625,"Onion rings",3
6626,Asahi,1
6626,"Gambrinus Premium",3
6627,Kirin,3
6628,"Birra Moretti",5
6628,Cass,4
6628,Sapporo,1
6629,Asahi,1
663,"Birra Moretti",2
663,Lasko,5
6630,"Sweet tea",5
6631,"Coreff Ambree",3
6631,"Tiger beer",1
6632,"Coreff Ambree",5
6632,Pretzel,3
6632,"Stiegl Bier",1
6632,"Tater tots",1
6633,Duvel,1
6633,Guinness,1
6634,Grolsch,2
6634,"Leffe Blonde",3
6634,"Newcastle Brown Ale",3
6634,Tsingtao,5
6635,"Carling Black Label",1
6636,"Club soda",5
6636,"Root beer",2
6637,"Harp Lager",1
6637,"San Miguel Pale Pilsen",5
6638,"Chicken wings",2
6638,"Ichnusa beer",4
6638,"Pilsner Urquell",4
6639,Kirin,2
6639,"Singha beer",2
6639,Warsteiner,5
664,Carlsberg,4
664,Quesadilla,3
6640,"Newcastle Brown Ale",5
6640,"Tiger beer",3
6641,"Erdinger Pikantus",5
6641,"Mozoralla sticks",5
